Terran Petteway,75000,2016,ATL
Kris Humphries,388025,2016,ATL
Lamar Patterson,525093,2016,ATL
Mike Muscala,947276,2016,ATL
Walter Tavares,1000000,2016,ATL
Tim Hardaway,1304520,2016,ATL
Dennis Schroder,1763400,2016,ATL
Kent Bazemore,2000000,2016,ATL
Kirk Hinrich,2870000,2016,ATL
Mike Scott,3333333,2016,ATL
Thabo Sefolosha,4000000,2016,ATL
Kyle Korver,5746479,2016,ATL
Jeff Teague,8000000,2016,ATL
Tiago Splitter,8500000,2016,ATL
Al Horford,12000000,2016,ATL
Paul Millsap,19000000,2016,ATL
John Holland,9266,2016,BOS
Corey Walden,25000,2016,BOS
Levi Randolph,25000,2016,BOS
Malcolm Miller,25000,2016,BOS
Coty Clarke,61776,2016,BOS
R.J. Hunter,1148640,2016,BOS
Jordan Mickey,1200000,2016,BOS
James Young,1749840,2016,BOS
Terry Rozier,1824360,2016,BOS
Perry Jones,2038206,2016,BOS
Zoran Dragic,2050397,2016,BOS
Kelly Olynyk,2165160,2016,BOS
Jared Sullinger,2269260,2016,BOS
Tyler Zeller,2616975,2016,BOS
Evan Turner,3425510,2016,BOS
Marcus Smart,3431040,2016,BOS
Jonas Jerebko,5000000,2016,BOS
Jae Crowder,6000000,2016,BOS
Isaiah Thomas,6912869,2016,BOS
Avery Bradley,7730337,2016,BOS
Amir Johnson,12000000,2016,BOS
David Lee,15493680,2016,BOS
Quincy Miller,50000,2016,BRK
Ryan Boatright,75000,2016,BRK
Sean Kilpatrick,99418,2016,BRK
Henry Sims,111452,2016,BRK
Markel Brown,845059,2016,BRK
Willie Reed,947276,2016,BRK
Thomas Robinson,981300,2016,BRK
Donald Sloan,1015421,2016,BRK
Chris McCullough,1140240,2016,BRK
Rondae Hollis-Jefferson,1335480,2016,BRK
Andrea Bargnani,1362900,2016,BRK
Shane Larkin,1500000,2016,BRK
Wayne Ellington,1500000,2016,BRK
Sergey Karasev,1599840,2016,BRK
Bojan Bogdanovic,3425510,2016,BRK
Deron Williams,5500000,2016,BRK
Jarrett Jack,6300000,2016,BRK
Thaddeus Young,11200000,2016,BRK
Brook Lopez,20000000,2016,BRK
Joe Johnson,24894863,2016,BRK
Cristiano Felicio,525090,2016,CHI
Cameron Bairstow,845059,2016,CHI
Justin Holiday,947300,2016,CHI
E'Twaun Moore,1015421,2016,CHI
Bobby Portis,1391160,2016,CHI
Tony Snell,1535880,2016,CHI
Aaron Brooks,2000000,2016,CHI
Doug McDermott,2380440,2016,CHI
Mike Dunleavy,4500000,2016,CHI
Nikola Mirotic,5543725,2016,CHI
Pau Gasol,7448760,2016,CHI
Taj Gibson,8500000,2016,CHI
Joakim Noah,13400000,2016,CHI
Jimmy Butler,15260000,2016,CHI
Derrick Rose,20093063,2016,CHI
Elliot Williams,80000,2016,CHO
Jorge Gutierrez,111444,2016,CHO
Jorge Gutierrez,190000,2016,CHO
Aaron Harrison,525093,2016,CHO
Troy Daniels,947276,2016,CHO
Tyler Hansbrough,1185784,2016,CHO
Jeremy Lin,2100000,2016,CHO
Frank Kaminsky,2612500,2016,CHO
Jeremy Lamb,3034356,2016,CHO
Cody Zeller,4204200,2016,CHO
Spencer Hawes,5543725,2016,CHO
Courtney Lee,5675000,2016,CHO
Michael Kidd-Gilchrist,6331404,2016,CHO
Marvin Williams,7000000,2016,CHO
Kemba Walker,12000000,2016,CHO
Nicolas Batum,12235750,2016,CHO
Al Jefferson,13833333,2016,CHO
Dahntay Jones,8819,2016,CLE
Jordan McRae,30888,2016,CLE
Jordan McRae,142084,2016,CLE
Matthew Dellavedova,1147280,2016,CLE
Sasha Kaun,1300000,2016,CLE
James Jones,1499000,2016,CLE
Richard Jefferson,1499000,2016,CLE
Mo Williams,2100000,2016,CLE
Timofey Mozgov,4950000,2016,CLE
J.R. Smith,5000000,2016,CLE
Channing Frye,7807579,2016,CLE
Iman Shumpert,9000000,2016,CLE
Tristan Thompson,14260870,2016,CLE
Kyrie Irving,14746000,2016,CLE
Kevin Love,19500000,2016,CLE
LeBron James,22971000,2016,CLE
Jarrid Famous,10000,2016,DAL
Jamil Wilson,50000,2016,DAL
Brandon Ashley,50000,2016,DAL
Gal Mekel,315760,2016,DAL
Salah Mejri,525093,2016,DAL
Maurice Ndour,525094,2016,DAL
Dwight Powell,845059,2016,DAL
Jeremy Evans,1100602,2016,DAL
JaVale McGee,1270964,2016,DAL
Justin Anderson,1449000,2016,DAL
Charlie Villanueva,1499187,2016,DAL
Samuel Dalembert,1499187,2016,DAL
David Lee,2102224,2016,DAL
Raymond Felton,3950313,2016,DAL
J.J. Barea,4000000,2016,DAL
Devin Harris,4053000,2016,DAL
Zaza Pachulia,5200000,2016,DAL
Deron Williams,5500000,2016,DAL
Dirk Nowitzki,8333334,2016,DAL
Chandler Parsons,15361500,2016,DAL
Wesley Matthews,16400000,2016,DAL
Axel Toupane,61776,2016,DEN
Axel Toupane,61776,2016,DEN
Sean Kilpatrick,99418,2016,DEN
Erick Green,100000,2016,DEN
JaKarr Sampson,285489,2016,DEN
Kostas Papanikolaou,350000,2016,DEN
Nick Johnson,845059,2016,DEN
Joey Dorsey,1015421,2016,DEN
Nikola Jokic,1300000,2016,DEN
Mike Miller,1499187,2016,DEN
Gary Harris,1587480,2016,DEN
Joffrey Lauvergne,1709720,2016,DEN
Jusuf Nurkic,1842000,2016,DEN
Darrell Arthur,2814000,2016,DEN
D.J. Augustin,3000000,2016,DEN
Emmanuel Mudiay,3102240,2016,DEN
Will Barton,3333333,2016,DEN
Steve Novak,3750000,2016,DEN
Jameer Nelson,4500000,2016,DEN
J.J. Hickson,5613500,2016,DEN
Wilson Chandler,10500000,2016,DEN
Kenneth Faried,11235955,2016,DEN
Danilo Gallinari,14000000,2016,DEN
Lorenzo Brown,5572,2016,DET
Adonis Thomas,60000,2016,DET
Justin Harper,99418,2016,DET
Lorenzo Brown,111444,2016,DET
Aaron Gray,452059,2016,DET
Darrun Hilliard,525093,2016,DET
Spencer Dinwiddie,845059,2016,DET
Reggie Bullock,1252440,2016,DET
Cartier Martin,1270964,2016,DET
Steve Blake,2170465,2016,DET
Danny Granger,2170465,2016,DET
Joel Anthony,2500000,2016,DET
Stanley Johnson,2841960,2016,DET
Kentavious Caldwell-Pope,2891760,2016,DET
Anthony Tolliver,3000000,2016,DET
Andre Drummond,3272091,2016,DET
Marcus Morris,5000000,2016,DET
Josh Smith,5400000,2016,DET
Jodie Meeks,6270000,2016,DET
Aron Baynes,6500000,2016,DET
Reggie Jackson,14000000,2016,DET
Tobias Harris,16000000,2016,DET
Anderson Varejao,458575,2016,GSW
James Michael McAdoo,845059,2016,GSW
Ian Clark,947276,2016,GSW
Kevon Looney,1131960,2016,GSW
Brandon Rush,1270964,2016,GSW
Festus Ezeli,2008748,2016,GSW
Leandro Barbosa,2500000,2016,GSW
Marreese Speights,3815000,2016,GSW
Harrison Barnes,3873398,2016,GSW
Shaun Livingston,5543725,2016,GSW
Jason Thompson,6431250,2016,GSW
Stephen Curry,11370786,2016,GSW
Andre Iguodala,11710456,2016,GSW
Andrew Bogut,12000000,2016,GSW
Draymond Green,14300000,2016,GSW
Klay Thompson,15500000,2016,GSW
Chuck Hayes,83583,2016,HOU
Andrew Goudelock,200600,2016,HOU
Michael Beasley,306527,2016,HOU
Montrezl Harrell,1000000,2016,HOU
Marcus Thornton,1186000,2016,HOU
Clint Capela,1242720,2016,HOU
Josh Smith,1499000,2016,HOU
Jason Terry,1499187,2016,HOU
Sam Dekker,1646400,2016,HOU
Donatas Motiejunas,2288205,2016,HOU
Terrence Jones,2489530,2016,HOU
K.J. McDaniels,3333333,2016,HOU
Patrick Beverley,6500000,2016,HOU
Trevor Ariza,8193030,2016,HOU
Corey Brewer,8200000,2016,HOU
Ty Lawson,12404495,2016,HOU
James Harden,15756438,2016,HOU
Dwight Howard,22359364,2016,HOU
Ty Lawson,265058,2016,IND
Toney Douglas,600000,2016,IND
Glenn Robinson,845000,2016,IND
Shayne Whittington,845059,2016,IND
Rakeem Christmas,1000000,2016,IND
Joseph Young,1000000,2016,IND
Solomon Hill,1358880,2016,IND
Myles Turner,2357760,2016,IND
Lavoy Allen,3700000,2016,IND
Ian Mahinmi,4000000,2016,IND
Jordan Hill,4000000,2016,IND
C.J. Miles,4394225,2016,IND
Chase Budinger,5000000,2016,IND
Rodney Stuckey,6500000,2016,IND
George Hill,8000000,2016,IND
Monta Ellis,10300000,2016,IND
Paul George,17120106,2016,IND
Alex Stepheson,61776,2016,LAC
Jeff Ayres,129482,2016,LAC
Jeff Ayres,187750,2016,LAC
Miroslav Raduljica,300000,2016,LAC
Branden Dawson,525093,2016,LAC
Carlos Delfino,650000,2016,LAC
Pablo Prigioni,981348,2016,LAC
Cole Aldrich,1100600,2016,LAC
Wesley Johnson,1100600,2016,LAC
C.J. Wilcox,1159680,2016,LAC
Luc Mbah a Moute,1270964,2016,LAC
Austin Rivers,3100000,2016,LAC
Paul Pierce,3400000,2016,LAC
Jamal Crawford,5675000,2016,LAC
J.J. Redick,6867000,2016,LAC
Jeff Green,9200000,2016,LAC
Blake Griffin,18907725,2016,LAC
DeAndre Jordan,19500000,2016,LAC
Chris Paul,21468696,2016,LAC
Robert Upshaw,35000,2016,LAL
Michael Frazier,50000,2016,LAL
Jonathan Holmes,100000,2016,LAL
Marcelo Huertas,525093,2016,LAL
Anthony Brown,700000,2016,LAL
Tarik Black,845059,2016,LAL
Jordan Clarkson,845059,2016,LAL
Robert Sacre,981348,2016,LAL
Larry Nance Jr.,1155600,2016,LAL
Metta World Peace,1499187,2016,LAL
Ryan Kelly,1724250,2016,LAL
Brandon Bass,3000000,2016,LAL
Julius Randle,3132240,2016,LAL
D'Angelo Russell,5103120,2016,LAL
Nick Young,5219169,2016,LAL
Lou Williams,7000000,2016,LAL
Roy Hibbert,15500000,2016,LAL
Kobe Bryant,25000000,2016,LAL
Xavier Munford,27812,2016,MEM
Briante Weber,30888,2016,MEM
Alex Stepheson,30888,2016,MEM
Bryce Cotton,49709,2016,MEM
Elliot Williams,55722,2016,MEM
Xavier Munford,61776,2016,MEM
Jordan Farmar,79773,2016,MEM
Ryan Hollins,96000,2016,MEM
Ray McCallum,111444,2016,MEM
Jordan Farmar,111683,2016,MEM
Ryan Hollins,160340,2016,MEM
Ryan Hollins,336716,2016,MEM
JaMychal Green,845059,2016,MEM
Russ Smith,816482,2016,MEM
James Ennis,845059,2016,MEM
P.J. Hairston,1201440,2016,MEM
Jarell Martin,1230840,2016,MEM
Jordan Adams,1404600,2016,MEM
Matt Barnes,3542500,2016,MEM
Vince Carter,4088091,2016,MEM
Mario Chalmers,4300000,2016,MEM
Chris Andersen,5000000,2016,MEM
Tony Allen,5168539,2016,MEM
Brandan Wright,5500000,2016,MEM
Lance Stephenson,9000000,2016,MEM
Mike Conley,9588426,2016,MEM
Zach Randolph,9638555,2016,MEM
Marc Gasol,19700000,2016,MEM
Briante Weber,12355,2016,MIA
Dorell Wright,17637,2016,MIA
Joe Johnson,414481,2016,MIA
Josh Richardson,525093,2016,MIA
Tyler Johnson,845059,2016,MIA
Hassan Whiteside,981348,2016,MIA
Gerald Green,1356000,2016,MIA
Amar'e Stoudemire,1499187,2016,MIA
Beno Udrih,2170465,2016,MIA
Justise Winslow,2481720,2016,MIA
Udonis Haslem,2854940,2016,MIA
Josh McRoberts,5543725,2016,MIA
Luol Deng,10151612,2016,MIA
Goran Dragic,14780000,2016,MIA
Dwyane Wade,20000000,2016,MIA
Chris Bosh,22192730,2016,MIA
Jared Cunningham,57726,2016,MIL
Steve Novak,416886,2016,MIL
Johnny O'Bryant,845059,2016,MIL
Damien Inglis,855000,2016,MIL
Tyler Ennis,1662360,2016,MIL
Rashad Vaughn,1733040,2016,MIL
Giannis Antetokounmpo,1953960,2016,MIL
Miles Plumlee,2109294,2016,MIL
Larry Sanders,2170000,2016,MIL
Michael Carter-Williams,2399040,2016,MIL
John Henson,2943221,2016,MIL
Jerryd Bayless,3000000,2016,MIL
Jabari Parker,5152440,2016,MIL
Greivis Vasquez,6600000,2016,MIL
O.J. Mayo,8000000,2016,MIL
Khris Middleton,15000000,2016,MIL
Greg Monroe,16400000,2016,MIL
Greg Smith,119462,2016,MIN
Greg Smith,128161,2016,MIN
Damjan Rudez,1149500,2016,MIN
Tyus Jones,1282080,2016,MIN
Gorgui Dieng,1474440,2016,MIN
Tayshaun Prince,1499187,2016,MIN
Andre Miller,1499187,2016,MIN
Adreian Payne,1938840,2016,MIN
Shabazz Muhammad,2056920,2016,MIN
Zach LaVine,2148360,2016,MIN
Anthony Bennett,3650000,2016,MIN
Nemanja Bjelica,4000000,2016,MIN
Karl-Anthony Towns,5703600,2016,MIN
Andrew Wiggins,5758680,2016,MIN
Kevin Martin,7085000,2016,MIN
Kevin Garnett,8500000,2016,MIN
Nikola Pekovic,12100000,2016,MIN
Ricky Rubio,12365000,2016,MIN
Nate Robinson,44000,2016,NOP
James Ennis,49709,2016,NOP
Tim Frazier,49709,2016,NOP
Bryce Dejean-Jones,50000,2016,NOP
Jimmer Fredette,54812,2016,NOP
Orlando Johnson,55722,2016,NOP
Jordan Hamilton,59731,2016,NOP
Jordan Hamilton,59731,2016,NOP
Bryce Dejean-Jones,61776,2016,NOP
Tim Frazier,94448,2016,NOP
Bryce Dejean-Jones,169883,2016,NOP
Jarnell Stokes,845059,2016,NOP
Luke Babbitt,1100000,2016,NOP
Toney Douglas,1164858,2016,NOP
Alonzo Gee,1375000,2016,NOP
Kendrick Perkins,1499200,2016,NOP
Dante Cunningham,3000000,2016,NOP
Norris Cole,3036927,2016,NOP
Quincy Pondexter,3382023,2016,NOP
Alexis Ajinca,4300000,2016,NOP
Anthony Davis,7070730,2016,NOP
Ryan Anderson,8500000,2016,NOP
Jrue Holiday,10595507,2016,NOP
Omer Asik,11000000,2016,NOP
Tyreke Evans,11227000,2016,NOP
Eric Gordon,15514031,2016,NOP
Thanasis Antetokounmpo,30888,2016,NYK
Travis Trice,50000,2016,NYK
Jimmer Fredette,59731,2016,NYK
Wesley Saunders,75000,2016,NYK
Darion Atkins,75000,2016,NYK
Thanasis Antetokounmpo,75000,2016,NYK
Tony Wroten,167406,2016,NYK
Langston Galloway,845059,2016,NYK
Cleanthony Early,845059,2016,NYK
Sasha Vujacic,1356146,2016,NYK
Jerian Grant,1572360,2016,NYK
Lance Thomas,1650000,2016,NYK
Lou Amundson,1650000,2016,NYK
Kevin Seraphin,2800000,2016,NYK
Kyle O'Quinn,3750000,2016,NYK
Kristaps Porzingis,4131720,2016,NYK
Derrick Williams,4900000,2016,NYK
Jose Calderon,7402812,2016,NYK
Arron Afflalo,8000000,2016,NYK
Robin Lopez,13000000,2016,NYK
Carmelo Anthony,22875000,2016,NYK
Nazr Mohammed,352750,2016,OKC
Josh Huestis,1140240,2016,OKC
Andre Roberson,1210800,2016,OKC
Mitch McGary,1463040,2016,OKC
Cameron Payne,2021520,2016,OKC
Steven Adams,2279040,2016,OKC
Randy Foye,3270000,2016,OKC
Anthony Morrow,3344000,2016,OKC
Nick Collison,3750000,2016,OKC
Kyle Singler,5000000,2016,OKC
Dion Waiters,5138430,2016,OKC
Serge Ibaka,12350000,2016,OKC
Enes Kanter,16400000,2016,OKC
Russell Westbrook,16744218,2016,OKC
Kevin Durant,20158622,2016,OKC
Keith Appling,61776,2016,ORL
Keith Appling,100000,2016,ORL
Jordan Sibert,100000,2016,ORL
Devyn Marble,845059,2016,ORL
Joe Harris,845059,2016,ORL
Dewayne Dedmon,947278,2016,ORL
Jared Cunningham,981348,2016,ORL
Chris Copeland,1100000,2016,ORL
Shabazz Napier,1294440,2016,ORL
Evan Fournier,2288205,2016,ORL
Andrew Nicholson,2380594,2016,ORL
Elfrid Payton,2505720,2016,ORL
Mario Hezonja,3741480,2016,ORL
Aaron Gordon,4171680,2016,ORL
Jason Smith,4300000,2016,ORL
C.J. Watson,5000000,2016,ORL
Victor Oladipo,5192520,2016,ORL
Ersan Ilyasova,7900000,2016,ORL
Brandon Jennings,8344497,2016,ORL
Nikola Vucevic,11250000,2016,ORL
Christian Wood,21621,2016,PHI
Christian Wood,61776,2016,PHI
Phil Pressey,172739,2016,PHI
Christian Wood,222392,2016,PHI
T.J. McConnell,525093,2016,PHI
Pierre Jackson,750000,2016,PHI
Jerami Grant,845059,2016,PHI
JaKarr Sampson,845059,2016,PHI
Elton Brand,890693,2016,PHI
Hollis Thompson,947276,2016,PHI
Isaiah Canaan,947276,2016,PHI
Robert Covington,1000000,2016,PHI
Richaun Holmes,1050000,2016,PHI
Ish Smith,1100602,2016,PHI
Kendall Marshall,2144722,2016,PHI
Tony Wroten,2179354,2016,PHI
Sonny Weems,2800000,2016,PHI
Nik Stauskas,2869440,2016,PHI
Furkan Aldemir,3000000,2016,PHI
Nerlens Noel,3457800,2016,PHI
Jahlil Okafor,4582680,2016,PHI
Joel Embiid,4626960,2016,PHI
Carl Landry,6500000,2016,PHI
Gerald Wallace,10105855,2016,PHI
JaVale McGee,12000000,2016,PHI
Alan Williams,30888,2016,PHO
Cory Jefferson,51449,2016,PHO
Orlando Johnson,55722,2016,PHO
Jordan McRae,61776,2016,PHO
Alan Williams,83397,2016,PHO
Lorenzo Brown,111444,2016,PHO
Phil Pressey,111444,2016,PHO
Bryce Cotton,228663,2016,PHO
Chase Budinger,258082,2016,PHO
Cory Jefferson,370000,2016,PHO
John Jenkins,981000,2016,PHO
Jon Leuer,1035000,2016,PHO
Archie Goodwin,1160160,2016,PHO
Ronnie Price,1499187,2016,PHO
DeJuan Blair,2000000,2016,PHO
T.J. Warren,2041080,2016,PHO
Devin Booker,2127840,2016,PHO
Alex Len,3807120,2016,PHO
Kris Humphries,4600000,2016,PHO
Mirza Teletovic,5500000,2016,PHO
P.J. Tucker,5500000,2016,PHO
Brandon Knight,12000000,2016,PHO
Tyson Chandler,13000000,2016,PHO
Eric Bledsoe,13086957,2016,PHO
Cliff Alexander,525093,2016,POR
Luis Montero,525093,2016,POR
Pat Connaughton,525093,2016,POR
Tim Frazier,845059,2016,POR
Allen Crabbe,947276,2016,POR
Mason Plumlee,1415520,2016,POR
C.J. McCollum,2525160,2016,POR
Noah Vonleh,2637720,2016,POR
Brian Roberts,2854940,2016,POR
Mike Miller,2854940,2016,POR
Maurice Harkless,2894059,2016,POR
Meyers Leonard,3075880,2016,POR
Damian Lillard,4236287,2016,POR
Chris Kaman,5000000,2016,POR
Gerald Henderson,6000000,2016,POR
Ed Davis,7000000,2016,POR
Al-Farouq Aminu,7500000,2016,POR
Anderson Varejao,9638554,2016,POR
Vince Hunter,35000,2016,SAC
Marshall Henderson,35000,2016,SAC
Duje Dukan,525093,2016,SAC
Eric Moreland,845059,2016,SAC
Wayne Ellington,923670,2016,SAC
Seth Curry,947276,2016,SAC
Quincy Acy,981348,2016,SAC
James Anderson,1015421,2016,SAC
Caron Butler,1499187,2016,SAC
Omri Casspi,3000000,2016,SAC
Ben McLemore,3156600,2016,SAC
Willie Cauley-Stein,3398280,2016,SAC
Darren Collison,5013559,2016,SAC
Marco Belinelli,6333333,2016,SAC
Kosta Koufos,7500000,2016,SAC
Rajon Rondo,9500000,2016,SAC
Rudy Gay,12403101,2016,SAC
DeMarcus Cousins,14728844,2016,SAC
Kevin Martin,317475,2016,SAS
Andre Miller,396844,2016,SAS
Jimmer Fredette,507711,2016,SAS
Jonathon Simmons,525093,2016,SAS
Ray McCallum,947276,2016,SAS
Kyle Anderson,1142879,2016,SAS
Boban Marjanovic,1200000,2016,SAS
David West,1499000,2016,SAS
Matt Bonner,1499187,2016,SAS
Rasual Butler,1499187,2016,SAS
Manu Ginobili,2814000,2016,SAS
Patrick Mills,3578947,2016,SAS
Tim Duncan,5000000,2016,SAS
Boris Diaw,7000000,2016,SAS
Danny Green,10000000,2016,SAS
Tony Parker,13437500,2016,SAS
Kawhi Leonard,16500000,2016,SAS
LaMarcus Aldridge,19500000,2016,SAS
Michale Kyser,25000,2016,TOR
Axel Toupane,25000,2016,TOR
Shannon Scott,25000,2016,TOR
Ronald Roberts,75000,2016,TOR
Jason Thompson,328955,2016,TOR
Norman Powell,650000,2016,TOR
Anthony Bennett,947276,2016,TOR
Delon Wright,1509360,2016,TOR
Bruno Caboclo,1524000,2016,TOR
Lucas Nogueira,1842000,2016,TOR
James Johnson,2500000,2016,TOR
Luis Scola,3000000,2016,TOR
Bismack Biyombo,3000000,2016,TOR
Terrence Ross,3553917,2016,TOR
Jonas Valanciunas,4660482,2016,TOR
Patrick Patterson,6268675,2016,TOR
Cory Joseph,7000000,2016,TOR
DeMar DeRozan,9500000,2016,TOR
Kyle Lowry,12000000,2016,TOR
DeMarre Carroll,13500000,2016,TOR
J.J. O'Brien,30888,2016,UTA
E.J. Singler,50000,2016,UTA
Treveon Graham,75000,2016,UTA
J.J. O'Brien,75000,2016,UTA
Erick Green,99418,2016,UTA
Elijah Millsap,362878,2016,UTA
Jeff Withey,947276,2016,UTA
Grant Jerrett,947276,2016,UTA
Chris Johnson,981348,2016,UTA
Raul Neto,1000000,2016,UTA
Rudy Gobert,1175880,2016,UTA
Rodney Hood,1348440,2016,UTA
Trey Lyles,2239800,2016,UTA
Joe Ingles,2250000,2016,UTA
Shelvin Mack,2433333,2016,UTA
Trey Burke,2658240,2016,UTA
Tibor Pleiss,3000000,2016,UTA
Dante Exum,3777720,2016,UTA
Trevor Booker,4775000,2016,UTA
Alec Burks,9213484,2016,UTA
Derrick Favors,11933333,2016,UTA
Gordon Hayward,15409570,2016,UTA
Ryan Hollins,176375,2016,WAS
Marcus Thornton,251107,2016,WAS
J.J. Hickson,366337,2016,WAS
Jarell Eddie,561716,2016,WAS
Garrett Temple,1100602,2016,WAS
Kelly Oubre,1920240,2016,WAS
Gary Neal,2100000,2016,WAS
Ramon Sessions,2170465,2016,WAS
Drew Gooden,3300000,2016,WAS
Alan Anderson,4000000,2016,WAS
Jared Dudley,4250000,2016,WAS
Otto Porter,4662960,2016,WAS
Martell Webster,5613500,2016,WAS
Bradley Beal,5694674,2016,WAS
Markieff Morris,8000000,2016,WAS
Marcin Gortat,11217391,2016,WAS
Nene Hilario,13000000,2016,WAS
John Wall,15851950,2016,WAS
